date,value,RIC
2023-12-29,30.35,TTFDA
2023-12-28,31.85,TTFDA
2023-12-27,33.875,TTFDA
2023-12-26,32.65,TTFDA
2023-12-25,31.75,TTFDA
2023-12-22,32.4,TTFDA
2023-12-21,32.8,TTFDA
2023-12-20,33.475,TTFDA
2023-12-19,34,TTFDA
2023-12-18,35.275,TTFDA
2023-12-15,31.5,TTFDA
2023-12-14,33.275,TTFDA
2023-12-13,34.7,TTFDA
2023-12-12,33.025,TTFDA
2023-12-11,36.425,TTFDA
2023-12-08,38,TTFDA
2023-12-07,41.375,TTFDA
2023-12-06,40.15,TTFDA
2023-12-05,38.5,TTFDA
2023-12-04,40,TTFDA
2023-12-01,43.625,TTFDA
2023-11-30,41.8,TTFDA
2023-11-29,41.5,TTFDA
2023-11-28,44.825,TTFDA
2023-11-27,44.9,TTFDA
2023-11-24,46.2,TTFDA
2023-11-23,46.95,TTFDA
2023-11-22,46.15,TTFDA
2023-11-21,43.475,TTFDA
2023-11-20,45.725,TTFDA
2023-11-17,44.725,TTFDA
2023-11-16,47.2,TTFDA
2023-11-15,46.05,TTFDA
2023-11-14,45.5,TTFDA
2023-11-13,42.1,TTFDA
2023-11-10,43.4,TTFDA
2023-11-09,42.5,TTFDA
2023-11-08,44,TTFDA
2023-11-07,43.3,TTFDA
2023-11-06,42.375,TTFDA
2023-11-03,42.325,TTFDA
2023-11-02,42.1,TTFDA
2023-11-01,37.025,TTFDA
2023-10-31,40.55,TTFDA
2023-10-30,48.35,TTFDA
2023-10-27,48.325,TTFDA
2023-10-26,48.05,TTFDA
2023-10-25,49.725,TTFDA
2023-10-24,48.65,TTFDA
2023-10-23,50.4,TTFDA
2023-10-20,48.95,TTFDA
2023-10-19,44.475,TTFDA
2023-10-18,47.025,TTFDA
2023-10-17,45,TTFDA
2023-10-16,47.525,TTFDA
2023-10-13,54.35,TTFDA
2023-10-12,49.25,TTFDA
2023-10-11,46.35,TTFDA
2023-10-10,45.75,TTFDA
2023-10-09,40.85,TTFDA
2023-10-06,34.5,TTFDA
2023-10-05,29.225,TTFDA
2023-10-04,32.725,TTFDA
2023-10-03,30.4,TTFDA
2023-10-02,32.25,TTFDA
2023-09-29,36.9,TTFDA
2023-09-28,39.925,TTFDA
2023-09-27,40.4,TTFDA
2023-09-26,39.55,TTFDA
2023-09-25,42.85,TTFDA
2023-09-22,40.625,TTFDA
2023-09-21,38.4,TTFDA
2023-09-20,38.525,TTFDA
2023-09-19,39.225,TTFDA
2023-09-18,34.1,TTFDA
2023-09-15,36.975,TTFDA
2023-09-14,35.6,TTFDA
2023-09-13,36.9,TTFDA
2023-09-12,35.55,TTFDA
2023-09-11,37.7,TTFDA
2023-09-08,35,TTFDA
2023-09-07,32.175,TTFDA
2023-09-06,30.8,TTFDA
2023-09-05,33.1,TTFDA
2023-09-04,31.45,TTFDA
2023-09-01,35.6,TTFDA
2023-08-31,32.775,TTFDA
2023-08-30,35.1,TTFDA
2023-08-29,35.225,TTFDA
2023-08-28,38.85,TTFDA
2023-08-25,35.975,TTFDA
2023-08-24,32,TTFDA
2023-08-23,36.35,TTFDA
2023-08-22,43.3,TTFDA
2023-08-21,39.75,TTFDA
2023-08-18,36.3,TTFDA
2023-08-17,34.775,TTFDA
2023-08-16,35.825,TTFDA
2023-08-15,37.475,TTFDA
2023-08-14,32.7,TTFDA
2023-08-11,32.625,TTFDA
2023-08-10,35.9,TTFDA
2023-08-09,38.35,TTFDA
2023-08-08,30.35,TTFDA
2023-08-07,29.325,TTFDA
2023-08-04,29,TTFDA
2023-08-03,30.95,TTFDA
2023-08-02,28.6,TTFDA
2023-08-01,27.575,TTFDA
2023-07-31,27.8,TTFDA
2023-07-28,25.35,TTFDA
2023-07-27,28.65,TTFDA
2023-07-26,28.75,TTFDA
2023-07-25,33.1,TTFDA
2023-07-24,30.5,TTFDA
2023-07-21,28.15,TTFDA
2023-07-20,28.4,TTFDA
2023-07-19,26.875,TTFDA
2023-07-18,28.25,TTFDA
2023-07-17,25.025,TTFDA
2023-07-14,24.8,TTFDA
2023-07-13,26.575,TTFDA
2023-07-12,26.4,TTFDA
2023-07-11,29.05,TTFDA
2023-07-10,30,TTFDA
2023-07-07,33,TTFDA
2023-07-06,32,TTFDA
2023-07-05,33.325,TTFDA
2023-07-04,35.55,TTFDA
2023-07-03,34.8,TTFDA
2023-06-30,36.55,TTFDA
2023-06-29,34.925,TTFDA
2023-06-28,34.575,TTFDA
2023-06-27,34.95,TTFDA
2023-06-26,32.65,TTFDA
2023-06-23,33.95,TTFDA
2023-06-22,34.225,TTFDA
2023-06-21,38.375,TTFDA
2023-06-20,37.6,TTFDA
2023-06-19,35.825,TTFDA
2023-06-16,33.3,TTFDA
2023-06-15,39.525,TTFDA
2023-06-14,38.8,TTFDA
2023-06-13,35.725,TTFDA
2023-06-12,30.475,TTFDA
2023-06-09,31.35,TTFDA
2023-06-08,26.6,TTFDA
2023-06-07,26.575,TTFDA
2023-06-06,25.625,TTFDA
2023-06-05,30.275,TTFDA
2023-06-02,23.2,TTFDA
2023-06-01,23.7,TTFDA
2023-05-31,26.475,TTFDA
2023-05-30,24.575,TTFDA
2023-05-29,25.2,TTFDA
2023-05-26,23.9,TTFDA
2023-05-25,24.575,TTFDA
2023-05-24,28.225,TTFDA
2023-05-23,29.95,TTFDA
2023-05-22,29.3,TTFDA
2023-05-19,28.7,TTFDA
2023-05-18,29.4,TTFDA
2023-05-17,31.675,TTFDA
2023-05-16,32.2,TTFDA
2023-05-15,33.65,TTFDA
2023-05-12,32.25,TTFDA
2023-05-11,34,TTFDA
2023-05-10,34,TTFDA
2023-05-09,37.15,TTFDA
2023-05-08,38.6,TTFDA
2023-05-05,35.85,TTFDA
2023-05-04,34.25,TTFDA
2023-05-03,36.1,TTFDA
2023-05-02,37.85,TTFDA
2023-05-01,39.725,TTFDA
2023-04-28,37.9,TTFDA
2023-04-27,39,TTFDA
2023-04-26,39.15,TTFDA
2023-04-25,39.525,TTFDA
2023-04-24,39.3,TTFDA
2023-04-21,40.65,TTFDA
2023-04-20,41.025,TTFDA
2023-04-19,41.875,TTFDA
2023-04-18,42.675,TTFDA
2023-04-17,41.2,TTFDA
2023-04-14,41.525,TTFDA
2023-04-13,42.8,TTFDA
2023-04-12,44,TTFDA
2023-04-11,44.925,TTFDA
2023-04-10,41.525,TTFDA
2023-04-07,44.3,TTFDA
2023-04-06,43.2,TTFDA
2023-04-05,45.8,TTFDA
2023-04-04,47,TTFDA
2023-04-03,50.125,TTFDA
2023-03-31,46.5,TTFDA
2023-03-30,41.9,TTFDA
2023-03-29,42.6,TTFDA
2023-03-28,43.35,TTFDA
2023-03-27,42.3,TTFDA
2023-03-26,41.5,TTFDA
2023-03-25,41.5,TTFDA
2023-03-24,41.5,TTFDA
2023-03-23,42.925,TTFDA
2023-03-22,40.4,TTFDA
2023-03-21,41.75,TTFDA
2023-03-20,39.3,TTFDA
2023-03-17,40.5,TTFDA
2023-03-16,44.8,TTFDA
2023-03-15,44.65,TTFDA
2023-03-14,45,TTFDA
2023-03-13,48.15,TTFDA
2023-03-10,53.65,TTFDA
2023-03-09,47.7,TTFDA
2023-03-08,43,TTFDA
2023-03-07,46.5,TTFDA
2023-03-06,45.975,TTFDA
2023-03-03,46.75,TTFDA
2023-03-02,47.6,TTFDA
2023-03-01,49.7,TTFDA
2023-02-28,49.55,TTFDA
2023-02-27,47.375,TTFDA
2023-02-24,52.15,TTFDA
2023-02-23,51,TTFDA
2023-02-22,49.6,TTFDA
2023-02-21,51.45,TTFDA
2023-02-20,51.85,TTFDA
2023-02-17,48.7,TTFDA
2023-02-16,50.625,TTFDA
2023-02-15,54.5,TTFDA
2023-02-14,53.975,TTFDA
2023-02-13,51.525,TTFDA
2023-02-10,55,TTFDA
2023-02-09,54.25,TTFDA
2023-02-08,56.825,TTFDA
2023-02-07,56.95,TTFDA
2023-02-06,59.35,TTFDA
2023-02-03,60.5,TTFDA
2023-02-02,56.325,TTFDA
2023-02-01,59.1,TTFDA
2023-01-31,60,TTFDA
2023-01-30,57.6,TTFDA
2023-01-27,56.775,TTFDA
2023-01-26,56.675,TTFDA
2023-01-25,60,TTFDA
2023-01-24,58.325,TTFDA
2023-01-23,66,TTFDA
2023-01-20,66.875,TTFDA
2023-01-19,62.6,TTFDA
2023-01-18,62.1,TTFDA
2023-01-17,62.35,TTFDA
2023-01-16,56.65,TTFDA
2023-01-13,63.025,TTFDA
2023-01-12,68.8,TTFDA
2023-01-11,62.525,TTFDA
2023-01-10,70,TTFDA
2023-01-09,72,TTFDA
2023-01-06,64.525,TTFDA
2023-01-05,66,TTFDA
2023-01-04,63.975,TTFDA
2023-01-03,64.025,TTFDA
2023-01-02,70.975,TTFDA
2022-12-30,68.1,TTFDA
2022-12-29,81,TTFDA
2022-12-28,75.375,TTFDA
2022-12-27,75.6,TTFDA
2022-12-26,80.125,TTFDA
2022-12-23,82,TTFDA
2022-12-22,86.45,TTFDA
2022-12-21,88.25,TTFDA
2022-12-20,102.5,TTFDA
2022-12-19,108.1,TTFDA
2022-12-16,118.5,TTFDA
2022-12-15,133.1,TTFDA
2022-12-14,136,TTFDA
2022-12-13,137,TTFDA
2022-12-12,142.475,TTFDA
2022-12-09,146.5,TTFDA
2022-12-08,139.25,TTFDA
2022-12-07,149,TTFDA
2022-12-06,138,TTFDA
2022-12-05,133.725,TTFDA
2022-12-02,140,TTFDA
2022-12-01,144,TTFDA
2022-11-30,143,TTFDA
2022-11-29,132.975,TTFDA
2022-11-28,126.475,TTFDA
2022-11-25,125.975,TTFDA
2022-11-24,114.75,TTFDA
2022-11-23,126.95,TTFDA
2022-11-22,119.175,TTFDA
2022-11-21,110.6,TTFDA
2022-11-18,107.675,TTFDA
2022-11-17,110.4,TTFDA
2022-11-16,102.5,TTFDA
2022-11-15,124.2,TTFDA
2022-11-14,116.1,TTFDA
2022-11-11,65,TTFDA
2022-11-10,68.825,TTFDA
2022-11-09,80,TTFDA
2022-11-08,89.975,TTFDA
2022-11-07,71,TTFDA
2022-11-04,58.5,TTFDA
2022-11-03,77.975,TTFDA
2022-11-02,67,TTFDA
2022-11-01,21.525,TTFDA
2022-10-31,23.5,TTFDA
2022-10-28,37,TTFDA
2022-10-27,29,TTFDA
2022-10-26,24.775,TTFDA
2022-10-25,42.5,TTFDA
2022-10-24,23.025,TTFDA
2022-10-21,37.225,TTFDA
2022-10-20,57.225,TTFDA
2022-10-19,53.425,TTFDA
2022-10-18,71.575,TTFDA
2022-10-17,61,TTFDA
2022-10-14,65,TTFDA
2022-10-13,85,TTFDA
2022-10-12,101.125,TTFDA
2022-10-11,104,TTFDA
2022-10-10,123,TTFDA
2022-10-07,85.025,TTFDA
2022-10-06,133.875,TTFDA
2022-10-05,106.5,TTFDA
2022-10-04,86,TTFDA
2022-10-03,112,TTFDA
2022-09-30,160,TTFDA
2022-09-29,173,TTFDA
2022-09-28,190.025,TTFDA
2022-09-27,205,TTFDA
2022-09-26,165,TTFDA
2022-09-23,175.025,TTFDA
2022-09-22,169.5,TTFDA
2022-09-21,169.825,TTFDA
2022-09-20,175.9,TTFDA
2022-09-19,151.425,TTFDA
2022-09-16,149.725,TTFDA
2022-09-15,187.5,TTFDA
2022-09-14,215.425,TTFDA
2022-09-13,197,TTFDA
2022-09-12,185.825,TTFDA
2022-09-09,188.925,TTFDA
2022-09-08,201.5,TTFDA
2022-09-07,203.85,TTFDA
2022-09-06,231,TTFDA
2022-09-05,218.975,TTFDA
2022-09-02,214.875,TTFDA
2022-09-01,228,TTFDA
2022-08-31,231.65,TTFDA
2022-08-30,245.025,TTFDA
2022-08-29,281.1,TTFDA
2022-08-26,267.6,TTFDA
2022-08-25,303.975,TTFDA
2022-08-24,294.5,TTFDA
2022-08-23,265.15,TTFDA
2022-08-22,278.75,TTFDA
2022-08-19,244.125,TTFDA
2022-08-18,236,TTFDA
2022-08-17,224.975,TTFDA
2022-08-16,222.05,TTFDA
2022-08-15,224.025,TTFDA
2022-08-12,198.275,TTFDA
2022-08-11,211.15,TTFDA
2022-08-10,205.5,TTFDA
2022-08-09,190.4,TTFDA
2022-08-08,186.3,TTFDA
2022-08-05,190.575,TTFDA
2022-08-04,203,TTFDA
2022-08-03,201.5,TTFDA
2022-08-02,197.275,TTFDA
2022-08-01,196.425,TTFDA
2022-07-29,193.475,TTFDA
2022-07-28,197,TTFDA
2022-07-27,198.5,TTFDA
2022-07-26,212.025,TTFDA
2022-07-25,180,TTFDA
2022-07-22,159.875,TTFDA
2022-07-21,153.175,TTFDA
2022-07-20,161.9,TTFDA
2022-07-19,154.95,TTFDA
2022-07-18,160,TTFDA
2022-07-15,154,TTFDA
2022-07-14,170.5,TTFDA
2022-07-13,181.5,TTFDA
2022-07-12,174,TTFDA
2022-07-11,163.15,TTFDA
2022-07-08,166.475,TTFDA
2022-07-07,185.575,TTFDA
2022-07-06,184.675,TTFDA
2022-07-05,160,TTFDA
2022-07-04,167.025,TTFDA
2022-07-01,146,TTFDA
2022-06-30,141,TTFDA
2022-06-29,141.375,TTFDA
2022-06-28,130,TTFDA
2022-06-27,130,TTFDA
2022-06-24,128.525,TTFDA
2022-06-23,130.65,TTFDA
2022-06-22,124.55,TTFDA
2022-06-21,126.05,TTFDA
2022-06-20,124.45,TTFDA
2022-06-17,119.475,TTFDA
2022-06-16,116,TTFDA
2022-06-15,117,TTFDA
2022-06-14,98.95,TTFDA
2022-06-13,83.2,TTFDA
2022-06-10,79.7,TTFDA
2022-06-09,84.5,TTFDA
2022-06-08,81.475,TTFDA
2022-06-07,85.075,TTFDA
2022-06-06,70.3,TTFDA
2022-06-03,79.7,TTFDA
2022-06-02,78.3,TTFDA
2022-06-01,77,TTFDA
2022-05-31,86.025,TTFDA
2022-05-30,89.65,TTFDA
2022-05-27,84.725,TTFDA
2022-05-26,80.75,TTFDA
2022-05-25,84.925,TTFDA
2022-05-24,80.1,TTFDA
2022-05-23,80.025,TTFDA
2022-05-20,85,TTFDA
2022-05-19,87.975,TTFDA
2022-05-18,90,TTFDA
2022-05-17,91,TTFDA
2022-05-16,91,TTFDA
2022-05-13,94.425,TTFDA
2022-05-12,107,TTFDA
2022-05-11,88,TTFDA
2022-05-10,84,TTFDA
2022-05-09,83.2,TTFDA
2022-05-06,86.975,TTFDA
2022-05-05,98.5,TTFDA
2022-05-04,102.25,TTFDA
2022-05-03,96,TTFDA
2022-05-02,90.9,TTFDA
